Algorithms,Algorithm_ID,DPA_METHODS,FEE_METHODS,FES_METHODS,CLF_METHODS,END_METHODS,END_TO_END_METHODS,DPA_METHODS_ID,FEE_METHODS_ID,FES_METHODS_ID,CLF_METHODS_ID,END_METHODS_ID,END_TO_END_METHODS_ID,train_score,test_score,trainacc_0,testacc_0,traintime_0,testtime_0,trainacc_1,testacc_1,traintime_1,testtime_1,trainacc_2,testacc_2,traintime_2,testtime_2,trainacc_3,testacc_3,traintime_3,testtime_3,trainacc_4,testacc_4,traintime_4,testtime_4,trainacc_5,testacc_5,traintime_5,testtime_5,mean_trainacc,mean_testacc,mean_traintime,mean_testtime
EA-TS-RFECV-SVM,"[1, 5, 8, 1, 0, 0]",EA,TS,RFECV,SVM,,,1,5,8,1,0,0,0.717333333,0.677777778,0.794666667,0.565555556,15.30750802,0.164983654,0.958666667,0.738888889,12.94028671,0.179610753,0.898,0.633333333,12.94823525,0.183813286,0.964666667,0.695555556,12.67085762,0.158573937,0.664,0.595555556,12.03832242,0.164999437,0.717333333,0.677777778,14.72103915,0.164809203,0.832888889,0.651111111,13.4377082,0.169465045
RA-CSP-ANOVA-P-SVM,"[2, 1, 2, 1, 0, 0]",RA,CSP,ANOVA-P,SVM,,,2,1,2,1,0,0,0.548666667,0.566666667,0.588,0.516666667,0.291422296,0.215260434,0.773333333,0.787777778,0.255495048,0.202666283,0.863333333,0.761111111,0.240321374,0.185276222,0.679333333,0.602222222,0.235131335,0.173131371,0.631333333,0.66,0.233829713,0.177921414,0.548666667,0.566666667,0.318467283,0.188443971,0.680666667,0.649074074,0.262444508,0.190449949
RA-CSP-ANOVA-P-LDA,"[2, 1, 2, 2, 0, 0]",RA,CSP,ANOVA-P,LDA,,,2,1,2,2,0,0,0.54,0.573333333,0.566,0.526666667,0.279389024,0.205201125,0.772666667,0.794444444,0.246953392,0.184962583,0.857333333,0.745555556,0.239496136,0.197620821,0.686,0.605555556,0.23497436,0.182198119,0.627333333,0.648888889,0.236892533,0.183731985,0.54,0.573333333,0.266881657,0.201206374,0.674888889,0.649074074,0.250764517,0.192486835
RA-TS-ANOVA-P-MLP,"[2, 5, 2, 11, 0, 0]",RA,TS,ANOVA-P,MLP,,,2,5,2,11,0,0,0.744,0.628888889,0.81,0.57,0.63956213,0.213887453,0.987333333,0.728888889,0.594992542,0.203554249,0.877333333,0.673333333,0.609219432,0.21071496,0.970666667,0.667777778,0.647341418,0.204811382,0.711333333,0.625555556,0.612803745,0.211347198,0.744,0.628888889,0.704110503,0.208398628,0.850111111,0.649074074,0.634671628,0.208785645
RA-CSP-ANOVA-P-LR,"[2, 1, 2, 3, 0, 0]",RA,CSP,ANOVA-P,LR,,,2,1,2,3,0,0,0.542666667,0.57,0.572666667,0.522222222,0.287818813,0.221703696,0.779333333,0.792222222,0.244668984,0.175585532,0.859333333,0.742222222,0.247339845,0.202420926,0.684666667,0.601111111,0.24768734,0.194944334,0.624666667,0.665555556,0.228836274,0.174351048,0.542666667,0.57,0.248476195,0.203956151,0.677222222,0.648888889,0.250804575,0.195493615
RA-TS-RFECV-SVM,"[2, 5, 8, 1, 0, 0]",RA,TS,RFECV,SVM,,,2,5,8,1,0,0,0.764666667,0.657777778,0.832666667,0.564444444,15.06905093,0.183065057,0.954,0.734444444,12.97900503,0.181922388,0.880666667,0.633333333,12.65314729,0.168111634,0.976,0.704444444,12.58829722,0.169282651,0.634,0.598888889,13.24791458,0.180738282,0.764666667,0.657777778,12.95323226,0.154038072,0.840333333,0.648888889,13.24844122,0.172859681
TLDUMMY-ABC-TS-PCA-LR,"[0, 0, 0, 0, 16, 0]",TLDUMMY,,,,ABC-TS-PCA-LR,,0,0,0,0,16,0,0.742,0.601111111,0.842666667,0.55,17.39448221,0.793019128,0.993333333,0.726666667,19.80796428,1.204683113,0.991333333,0.678888889,20.71292183,1.134241271,0.904,0.673333333,15.38566964,0.694319415,0.868,0.662222222,21.58328681,1.164735126,0.742,0.601111111,9.950300264,0.46569128,0.890222222,0.648703704,17.4724375,0.909448222
EA-TS-ANOVA-P-MLP,"[1, 5, 2, 11, 0, 0]",EA,TS,ANOVA-P,MLP,,,1,5,2,11,0,0,0.733333333,0.637777778,0.815333333,0.568888889,0.652078938,0.225457716,0.985333333,0.725555556,0.625334907,0.218345261,0.880666667,0.668888889,0.578144288,0.201432109,0.954666667,0.674444444,0.674230671,0.216903186,0.688666667,0.616666667,0.585319901,0.209487486,0.733333333,0.637777778,0.79976244,0.22470994,0.843,0.648703704,0.652478524,0.21605595
RA-CSP-MIC-P-SVM,"[2, 1, 4, 1, 0, 0]",RA,CSP,MIC-P,SVM,,,2,1,4,1,0,0,0.546,0.566666667,0.585333333,0.515555556,0.266431189,0.198161554,0.765333333,0.793333333,0.283030009,0.196281481,0.833333333,0.756666667,0.256567478,0.180670643,0.662666667,0.598888889,0.248671079,0.197172666,0.629333333,0.661111111,0.266286707,0.184007931,0.546,0.566666667,0.301832557,0.280077696,0.670333333,0.648703704,0.270469836,0.206061995
TLDUMMY-FGMDM-GNB,"[0, 4, 0, 10, 0, 0]",TLDUMMY,FGMDM,,GNB,,,0,4,0,10,0,0,1,0.613333333,0.998666667,0.566666667,0.243719959,0.250623798,0.999333333,0.743333333,0.242294645,0.243033934,1,0.65,0.235305429,0.259676671,1,0.72,0.239641285,0.257233047,1,0.594444444,0.2242594,0.241861176,1,0.613333333,0.24642179,0.232902765,0.999666667,0.647962963,0.238607085,0.247555232
EA-TS-ANOVA-P-LDA,"[1, 5, 2, 2, 0, 0]",EA,TS,ANOVA-P,LDA,,,1,5,2,2,0,0,0.700666667,0.621111111,0.872,0.558888889,0.261490393,0.202683735,0.939333333,0.74,0.270685387,0.221952248,0.901333333,0.66,0.266224408,0.219382739,0.910666667,0.665555556,0.24814589,0.200616932,0.627333333,0.642222222,0.22737155,0.185983038,0.700666667,0.621111111,0.280241084,0.222523594,0.825222222,0.647962963,0.259026452,0.208857048
RA-CSP-RFECV-LDA,"[2, 1, 8, 2, 0, 0]",RA,CSP,RFECV,LDA,,,2,1,8,2,0,0,0.548666667,0.6,0.589333333,0.511111111,0.24149096,0.196675658,0.785333333,0.776666667,0.251630259,0.191027522,0.836666667,0.747777778,0.242045808,0.195452213,0.741333333,0.597777778,0.236551189,0.186629701,0.681333333,0.654444444,0.234521103,0.174292231,0.548666667,0.6,0.255568528,0.206168771,0.697111111,0.647962963,0.243634641,0.191707683
TLDUMMY-FGMDM-MLP,"[0, 4, 0, 11, 0, 0]",TLDUMMY,FGMDM,,MLP,,,0,4,0,11,0,0,1,0.616666667,0.998666667,0.565555556,0.57555449,0.252211332,0.998666667,0.745555556,0.519412518,0.259514976,1,0.646666667,0.550502706,0.266560555,1,0.716666667,0.606739044,0.248952961,1,0.595555556,0.527817464,0.255464411,1,0.616666667,0.627958512,0.234710503,0.999555556,0.647777778,0.567997456,0.252902456
EA-CSP-LDA,"[1, 1, 0, 2, 0, 0]",EA,CSP,,LDA,,,1,1,0,2,0,0,0.556666667,0.598888889,0.592,0.506666667,0.251354837,0.190054464,0.78,0.781111111,0.253302503,0.182870603,0.86,0.705555556,0.239505887,0.188562346,0.739333333,0.631111111,0.237035489,0.186237097,0.692,0.663333333,0.229919314,0.178306174,0.556666667,0.598888889,0.26254065,0.186557961,0.703333333,0.647777778,0.24560978,0.185431441
EA-CSP-ANOVA-K-LDA,"[1, 1, 1, 2, 0, 0]",EA,CSP,ANOVA-K,LDA,,,1,1,1,2,0,0,0.556666667,0.598888889,0.592,0.506666667,0.246075487,0.189525175,0.78,0.781111111,0.25124855,0.190824509,0.86,0.705555556,0.253731418,0.178450465,0.739333333,0.631111111,0.233787012,0.169421959,0.692,0.663333333,0.229268765,0.176576281,0.556666667,0.598888889,0.256007481,0.184541345,0.703333333,0.647777778,0.245019786,0.181556622
EA-CSP-MIC-K-LDA,"[1, 1, 3, 2, 0, 0]",EA,CSP,MIC-K,LDA,,,1,1,3,2,0,0,0.556666667,0.598888889,0.592,0.506666667,0.246985102,0.188771343,0.78,0.781111111,0.276586533,0.211313295,0.86,0.705555556,0.244654155,0.189312243,0.739333333,0.631111111,0.229811811,0.183651996,0.692,0.663333333,0.229244304,0.17860105,0.556666667,0.598888889,0.260186124,0.188785458,0.703333333,0.647777778,0.247911338,0.190072564
EA-CSP-RFE-LDA,"[1, 1, 7, 2, 0, 0]",EA,CSP,RFE,LDA,,,1,1,7,2,0,0,0.556666667,0.598888889,0.592,0.506666667,0.251147723,0.180132532,0.78,0.781111111,0.254183006,0.194894481,0.86,0.705555556,0.2447716,0.180945539,0.739333333,0.631111111,0.236299968,0.188314342,0.692,0.663333333,0.232066989,0.183853149,0.556666667,0.598888889,0.251087737,0.197536254,0.703333333,0.647777778,0.244926171,0.187612716
RA-TS-RFECV-LDA,"[2, 5, 8, 2, 0, 0]",RA,TS,RFECV,LDA,,,2,5,8,2,0,0,0.726,0.643333333,0.89,0.575555556,0.254202747,0.193733907,0.949333333,0.715555556,0.24507277,0.196913671,0.938,0.66,0.243952894,0.19198184,0.974,0.695555556,0.240117478,0.1774261,0.655333333,0.596666667,0.26507318,0.218405628,0.726,0.643333333,0.271543479,0.1953578,0.855444444,0.647777778,0.253327092,0.195636491
TLDUMMY-ABC-FGMDM,"[0, 0, 0, 0, 4, 0]",TLDUMMY,,,,ABC-FGMDM,,0,0,0,0,4,0,1,0.613333333,0.999333333,0.564444444,1.122162032,0.208043051,1,0.746666667,0.926274467,0.213753557,1,0.646666667,0.734729624,0.237905812,1,0.716666667,0.681384802,0.207064676,1,0.595555556,0.677454638,0.200675511,1,0.613333333,0.772576356,0.257101274,0.999888889,0.647222222,0.819096986,0.220757314
EA-TS-SVM,"[1, 5, 0, 1, 0, 0]",EA,TS,,SVM,,,1,5,0,1,0,0,0.725333333,0.655555556,0.826666667,0.573333333,0.524176455,0.199329352,1,0.718888889,0.532486558,0.193704414,0.854,0.606666667,0.544633412,0.207504964,0.942666667,0.697777778,0.487562084,0.192156434,0.603333333,0.631111111,0.482547545,0.202222848,0.725333333,0.655555556,0.536194992,0.2001724,0.825333333,0.647222222,0.517933508,0.199181736
TLDUMMY-FGMDM-SVM,"[0, 4, 0, 1, 0, 0]",TLDUMMY,FGMDM,,SVM,,,0,4,0,1,0,0,1,0.615555556,0.997333333,0.561111111,0.830193615,0.25189631,0.999333333,0.744444444,0.793031788,0.249295068,1,0.646666667,0.782244492,0.262773776,1,0.714444444,0.799568439,0.252735257,1,0.598888889,0.807669067,0.240129495,1,0.615555556,0.882237983,0.260843897,0.999444444,0.646851852,0.815824231,0.252945634
TLDUMMY-FGMDM-LR,"[0, 4, 0, 3, 0, 0]",TLDUMMY,FGMDM,,LR,,,0,4,0,3,0,0,1,0.613333333,0.998,0.561111111,0.249463034,0.263911891,0.999333333,0.745555556,0.245445919,0.260965371,1,0.646666667,0.231175232,0.253903222,1,0.715555556,0.231748796,0.235537672,1,0.597777778,0.234598231,0.24153862,1,0.613333333,0.28196919,0.273288894,0.999555556,0.646666667,0.2457334,0.254857612
TLDUMMY-TS-LDA,"[0, 5, 0, 2, 0, 0]",TLDUMMY,TS,,LDA,,,0,5,0,2,0,0,1,0.613333333,0.998,0.561111111,0.334096169,0.203830814,0.999333333,0.746666667,0.340611386,0.211105728,1,0.646666667,0.329060125,0.195472074,1,0.716666667,0.319158244,0.211543155,1,0.595555556,0.330873322,0.202858377,1,0.613333333,0.348203349,0.210665631,0.999555556,0.646666667,0.333667099,0.20591263
TLDUMMY-FGMDM-LDA,"[0, 4, 0, 2, 0, 0]",TLDUMMY,FGMDM,,LDA,,,0,4,0,2,0,0,1,0.613333333,0.998,0.561111111,0.249002743,0.23720417,0.999333333,0.743333333,0.256851459,0.236425233,1,0.646666667,0.245034075,0.247671461,1,0.717777778,0.243838286,0.253961754,1,0.596666667,0.232420182,0.242237449,1,0.613333333,0.270583272,0.27193985,0.999555556,0.646481481,0.249621669,0.248239986
EA-CSP-ANOVA-P-MLP,"[1, 1, 2, 11, 0, 0]",EA,CSP,ANOVA-P,MLP,,,1,1,2,11,0,0,0.55,0.578888889,0.561333333,0.52,0.326645422,0.187378931,0.752666667,0.768888889,0.400970984,0.209381199,0.858666667,0.727777778,0.494361353,0.190566802,0.679333333,0.613333333,0.38261652,0.1699265,0.626,0.668888889,0.383848453,0.193152189,0.55,0.578888889,0.326262832,0.204934239,0.671333333,0.646296296,0.38578426,0.192556643
TLDUMMY-TS-RFECV-MLP,"[0, 5, 8, 11, 0, 0]",TLDUMMY,TS,RFECV,MLP,,,0,5,8,11,0,0,0.998666667,0.65,0.883333333,0.574444444,0.66792531,0.191806817,1,0.725555556,0.544243169,0.173535275,0.999333333,0.658888889,0.609691811,0.206671667,0.999333333,0.697777778,0.585478711,0.202028227,0.885333333,0.57,0.557187939,0.151606345,0.998666667,0.65,0.673868537,0.181840563,0.961,0.646111111,0.606399246,0.184581482
TLDUMMY-TS-RFECV-SVM,"[0, 5, 8, 1, 0, 0]",TLDUMMY,TS,RFECV,SVM,,,0,5,8,1,0,0,0.941333333,0.655555556,0.83,0.572222222,17.18465981,0.174842787,0.973333333,0.732222222,13.59889078,0.18971436,0.98,0.635555556,14.32790418,0.186533165,0.973333333,0.703333333,13.60930007,0.17532649,0.831333333,0.576666667,15.68027027,0.19420867,0.941333333,0.655555556,16.57276199,0.167520308,0.921555556,0.645925926,15.16229785,0.18135763
RA-TS-SVM,"[2, 5, 0, 1, 0, 0]",RA,TS,,SVM,,,2,5,0,1,0,0,0.708666667,0.653333333,0.832666667,0.561111111,0.556184888,0.196681643,1,0.714444444,0.513295698,0.200771832,0.831333333,0.608888889,0.524059439,0.189801574,0.936,0.706666667,0.557957506,0.219559574,0.601333333,0.631111111,0.496559405,0.211308122,0.708666667,0.653333333,0.495568991,0.181171227,0.818333333,0.645925926,0.523937654,0.199882329
RA-ABC-TS-PCA-LDA,"[2, 0, 0, 0, 15, 0]",RA,,,,ABC-TS-PCA-LDA,,2,0,0,0,15,0,0.658666667,0.582222222,0.750666667,0.541111111,0.797278309,0.160900688,0.926666667,0.712222222,0.681070924,0.172473454,0.892,0.672222222,1.315869927,0.238694334,0.855333333,0.683333333,0.917304897,0.159646893,0.855333333,0.683333333,0.917304897,0.159646893,0.658666667,0.582222222,0.74126122,0.135018778,0.823111111,0.645740741,0.895015029,0.171063507
TLDUMMY-RKSVM,"[0, 0, 0, 0, 2, 0]",TLDUMMY,,,,RKSVM,,0,0,0,0,2,0,0.982666667,0.643333333,0.998,0.58,0.532479835,0.201952863,1,0.718888889,0.493867993,0.250772452,1,0.606666667,0.512395573,0.227112508,1,0.706666667,0.470170474,0.227140951,1,0.618888889,0.513302565,0.234680414,0.982666667,0.643333333,0.531790257,0.215556908,0.996777778,0.645740741,0.509001116,0.226202683
TLDUMMY-TS-SVM,"[0, 5, 0, 1, 0, 0]",TLDUMMY,TS,,SVM,,,0,5,0,1,0,0,0.982666667,0.643333333,0.998,0.58,0.541525245,0.210103703,1,0.718888889,0.511655736,0.213221979,1,0.606666667,0.520465469,0.215379834,1,0.706666667,0.522877145,0.214551687,1,0.618888889,0.483675265,0.196362638,0.982666667,0.643333333,0.570868397,0.2113801,0.996777778,0.645740741,0.525177876,0.210166657
RA-CSP-ANOVA-P-MLP,"[2, 1, 2, 11, 0, 0]",RA,CSP,ANOVA-P,MLP,,,2,1,2,11,0,0,0.548,0.574444444,0.568666667,0.511111111,0.325057912,0.181671906,0.778,0.788888889,0.390638733,0.200772953,0.859333333,0.733333333,0.462190485,0.178416276,0.681333333,0.605555556,0.395234513,0.187773538,0.634666667,0.661111111,0.410049915,0.184135365,0.548,0.574444444,0.394900751,0.164129305,0.678333333,0.645740741,0.396345385,0.182816557
TLDUMMY-TS-ANOVA-P-MLP,"[0, 5, 2, 11, 0, 0]",TLDUMMY,TS,ANOVA-P,MLP,,,0,5,2,11,0,0,1,0.618888889,1,0.568888889,0.664958215,0.217087436,1,0.722222222,0.58018322,0.208279252,1,0.662222222,0.613438845,0.208975911,1,0.684444444,0.762231684,0.22571516,1,0.616666667,0.615852594,0.199665475,1,0.618888889,0.648185229,0.263661194,1,0.645555556,0.647474964,0.220564071
EA-CSP-ANOVA-P-SVM,"[1, 1, 2, 1, 0, 0]",EA,CSP,ANOVA-P,SVM,,,1,1,2,1,0,0,0.546666667,0.568888889,0.565333333,0.518888889,0.254887533,0.182327342,0.756,0.761111111,0.256369233,0.18828485,0.859333333,0.751111111,0.248010039,0.187926912,0.684666667,0.604444444,0.241144586,0.165435433,0.62,0.668888889,0.232485199,0.216629219,0.546666667,0.568888889,0.251802206,0.195576262,0.672,0.645555556,0.247449799,0.189363337
EA-CSP-ANOVA-P-GNB,"[1, 1, 2, 10, 0, 0]",EA,CSP,ANOVA-P,GNB,,,1,1,2,10,0,0,0.548666667,0.552222222,0.572,0.514444444,0.253665423,0.193426967,0.723333333,0.748888889,0.255286193,0.183217573,0.86,0.751111111,0.246546364,0.20327642,0.677333333,0.62,0.22742126,0.171502876,0.549333333,0.686666667,0.223877907,0.179162526,0.548666667,0.552222222,0.26592145,0.22618928,0.655111111,0.645555556,0.245453099,0.19279594
RA-ABC-TS-MIC-P-LR,"[2, 0, 0, 0, 13, 0]",RA,,,,ABC-TS-MIC-P-LR,,2,0,0,0,13,0,0.688666667,0.59,0.725333333,0.548888889,50.41626363,0.720489097,0.875333333,0.704444444,66.13188453,0.909456873,0.824666667,0.646666667,67.35336428,0.992114592,0.844666667,0.691111111,51.31281221,0.730315757,0.844666667,0.691111111,51.31281221,0.730315757,0.688666667,0.59,73.10721469,1.255407381,0.800555556,0.64537037,59.93905859,0.889683243
EA-CSP-LASSO-LDA,"[1, 1, 6, 2, 0, 0]",EA,CSP,LASSO,LDA,,,1,1,6,2,0,0,0.555333333,0.576666667,0.561333333,0.511111111,0.254579639,0.193207693,0.779333333,0.775555556,0.237001348,0.193530917,0.853333333,0.71,0.253756714,0.190238976,0.738666667,0.63,0.228847051,0.179936194,0.698666667,0.668888889,0.236843777,0.186142278,0.555333333,0.576666667,0.2521631,0.200688863,0.697777778,0.64537037,0.243865271,0.190624154
EA-TS-RFECV-LDA,"[1, 5, 8, 2, 0, 0]",EA,TS,RFECV,LDA,,,1,5,8,2,0,0,0.707333333,0.653333333,0.856666667,0.558888889,0.256573486,0.196481633,0.952,0.723333333,0.259334898,0.195082664,0.944,0.663333333,0.249886703,0.18622036,0.972666667,0.687777778,0.243025279,0.18367312,0.682,0.585555556,0.235082841,0.184887862,0.707333333,0.653333333,0.306038952,0.236236548,0.852444444,0.64537037,0.258323693,0.197097031
RA-ABC-TS-ANOVA-P-LR,"[2, 0, 0, 0, 31, 0]",RA,,,,ABC-TS-ANOVA-P-LR,,2,0,0,0,31,0,0.67,0.594444444,0.73,0.588888889,17.64498589,0.930828094,0.896666667,0.72,18.75449126,1.136168385,0.852666667,0.635555556,20.59733336,1.167793369,0.853333333,0.665555556,13.00016847,0.66524899,0.853333333,0.665555556,13.00016847,0.66524899,0.67,0.594444444,21.70389977,1.324795651,0.809333333,0.645,17.45017453,0.98168058
TLDUMMY-FGMDM-KNN,"[0, 4, 0, 4, 0, 0]",TLDUMMY,FGMDM,,KNN,,,0,4,0,4,0,0,1,0.607777778,0.997333333,0.565555556,0.244242787,0.260877872,0.998666667,0.742222222,0.273095179,0.243565583,1,0.647777778,0.236775374,0.232834649,1,0.713333333,0.226193547,0.239047551,1,0.593333333,0.231918383,0.240351963,1,0.607777778,0.278336382,0.309390426,0.999333333,0.645,0.248426942,0.254344674
RA-TS-MIC-P-LR,"[2, 5, 4, 3, 0, 0]",RA,TS,MIC-P,LR,,,2,5,4,3,0,0,0.696,0.617777778,0.744666667,0.54,0.247841191,0.213076282,0.834666667,0.741111111,0.246295333,0.207840133,0.820666667,0.656666667,0.23730135,0.210810018,0.864666667,0.705555556,0.24900918,0.200527334,0.645333333,0.606666667,0.221228528,0.195661068,0.696,0.617777778,0.270601296,0.223935294,0.767666667,0.64462963,0.24537948,0.208641688
RA-CSP-LASSO-LDA,"[2, 1, 6, 2, 0, 0]",RA,CSP,LASSO,LDA,,,2,1,6,2,0,0,0.539333333,0.572222222,0.574,0.53,0.242169189,0.173026943,0.778666667,0.78,0.250342751,0.174486041,0.864,0.715555556,0.259709978,0.192946076,0.752,0.611111111,0.245186543,0.193433547,0.692666667,0.657777778,0.230116582,0.179352665,0.539333333,0.572222222,0.24296279,0.194324899,0.700111111,0.644444444,0.245081306,0.184595029
RA-TS-PCA-MLP,"[2, 5, 5, 11, 0, 0]",RA,TS,PCA,MLP,,,2,5,5,11,0,0,0.823333333,0.655555556,0.757333333,0.564444444,0.611953783,0.212324309,0.996,0.684444444,0.562816715,0.224068284,0.939333333,0.652222222,0.54861815,0.208170485,0.927333333,0.706666667,0.573194361,0.208789015,0.653333333,0.602222222,0.538014245,0.211717677,0.823333333,0.655555556,0.598285842,0.210420084,0.849444444,0.644259259,0.572147183,0.212581642
RA-CSP-LDA,"[2, 1, 0, 2, 0, 0]",RA,CSP,,LDA,,,2,1,0,2,0,0,0.548666667,0.593333333,0.601333333,0.513333333,0.249168777,0.193024731,0.788,0.774444444,0.25405426,0.188424635,0.864666667,0.707777778,0.247703409,0.183053946,0.747333333,0.61,0.226571012,0.18563745,0.692,0.664444444,0.236056113,0.183993673,0.548666667,0.593333333,0.286796379,0.242825723,0.707,0.643888889,0.250058325,0.196160026
RA-CSP-ANOVA-K-LDA,"[2, 1, 1, 2, 0, 0]",RA,CSP,ANOVA-K,LDA,,,2,1,1,2,0,0,0.548666667,0.593333333,0.601333333,0.513333333,0.356012154,0.258849621,0.788,0.774444444,0.241296506,0.183373094,0.864666667,0.707777778,0.24614923,0.183102036,0.747333333,0.61,0.250147009,0.18337326,0.692,0.664444444,0.231202459,0.168054771,0.548666667,0.593333333,0.259093213,0.200737119,0.707,0.643888889,0.263983428,0.196248317
RA-CSP-MIC-K-LDA,"[2, 1, 3, 2, 0, 0]",RA,CSP,MIC-K,LDA,,,2,1,3,2,0,0,0.548666667,0.593333333,0.601333333,0.513333333,0.239426613,0.191116118,0.788,0.774444444,0.251126099,0.185716701,0.864666667,0.707777778,0.247976065,0.170545745,0.747333333,0.61,0.218507361,0.180379558,0.692,0.664444444,0.238248897,0.173729706,0.548666667,0.593333333,0.296337342,0.227211046,0.707,0.643888889,0.248603729,0.188116479
